ip,iterations,timestamp,mac_device1,device1_metric,mac_devive1_neighbor,devive1_neighbor_metric,mac_device2,device2_metric,mac_devive2_neighbor,devive2_neighbor_metric
addr:10.1.0.1,1327,2020/08/05-14:36:47,e4:95:6e:4b:be:d3,600,e4:95:6e:4b:b7:13,nan,e4:95:6e:4b:b7:13,nan,e4:95:6e:4b:be:d3,nan
